"Cliente.x","Rut","Folio","Emisión","Vencimiento","Neto","Impuestos","Total","Monto Pagado","Notas de credito","Notas de debito","Monto Por Pagar","Moneda","Tipo","Estado","Cesión de documento","Fecha de Cesión","Factoring","Compromiso de pago","Fecha proyectada de pago","Pago","Dias de vencida","Extrajudicial","XML","División","Orden de compra","Etiquetas","Nota","Glosa","Id Externo Cliente","Plazo de pago","FechaPago","Dias_Mora","Cliente.y","Giro","Comuna","Dirección","Ciudad","Unidad","Precio Base","CRUT","MRUT","PCRUT","PMRUT","CCRN","CMRN","PCCRN","PCMRN"
"O",15,721,2023-11-03,2023-12-03,1320389,250874,1571263,1571263,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","05/12/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 36,27. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 1320389 MontoItem: 1320389",NA,30,2023-12-05,0,"O","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","ROSARIO NORTE 615 OF 2102 P21","SANTIAGO","UF","31.58",450,151,0.0457,"6.8500000000000005E-2",101,0,0.0067,"0"
"N",14,720,2023-11-03,2023-12-03,388800,73872,462672,462672,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","14/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023. Financiado por Corfo, Levannta, and 22IGN-232641 DscItem: UF 10,68. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyIte",NA,30,2023-11-14,0,"N","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","SANTIAGO","ROSAL 377 A","SANTIAGO","UF","23.85",150,350,0.0333,"0.05",301,0,0.0045,"0"
"M",13,719,2023-11-03,2023-12-03,28031,5326,33357,33357,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","21/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 0,77. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 28031 MontoItem: 28031",NA,30,2023-11-21,0,"M","ALQUILER DE BIENES INMUEBLES AMOBLADOS O","LINARES","JANUARIO ESPINOZA 1315","LINARES","UF","0.77",10,0,0.077,"0",0,0,0,"0"
"L",12,717,2023-11-03,2023-12-03,292000,55480,347480,347480,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","11/12/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 8,021. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 292000 MontoItem: 292000",NA,30,2023-12-11,0,"L","VENTA AL POR MENOR DE PRODUCTOS FARMACEU","LAS CONDES","CAMINO EL ALBA 8760 804","SANTIAGO","UF","7.96",5,100,0.0612,"7.6499999999999999E-2",0,0,0,"0"
"K",11,716,2023-11-03,2023-12-03,125959,23932,149891,149891,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","30/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 3,46. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 125959 MontoItem: 125959",NA,30,2023-11-30,0,"K","SEGUROS DE VIDA","LAS CONDES","APOQUINDO 6750 1001","SANTIAGO","UF","3.46",20,30,0.0652,"0.11",0,0,0,"0"
"J",10,715,2023-11-03,2023-12-03,35749,6792,42541,42541,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","10/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 0,982. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 35749 MontoItem: 35749",NA,30,2023-11-10,0,"J","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","BURGOS 80 OF 301","SANTIAGO","UF","0.98199999999999998",5,5,0.0873,"0.1091",0,0,0,"0"
"I",9,714,2023-11-03,2023-12-03,868683,165050,1033733,1033733,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","06/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 23,862. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 868683 MontoItem: 868683",NA,30,2023-11-06,0,"I","OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE","PROVIDENCIA","NUEVA DE LYON 72 1501","SANTIAGO","UF","4.92",0,50,0,"9.8299999999999998E-2",0,0,0,"0"
"H",8,713,2023-11-03,2023-12-03,56427,10721,67148,67148,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","30/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 1,55. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 56427 MontoItem: 56427",NA,40,2023-11-30,0,"H","VENTA AL POR MENOR DE APARATOS ELECTRICO","LAS CONDES","Rosario Norte 532 901","SANTIAGO","UF","1.75",15,15,0.0518,"6.4699999999999994E-2",0,0,0,"0"
"G",7,712,2023-11-03,2023-12-03,589024,111915,700939,700939,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","28/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 16,18. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 589024 MontoItem: 589024",NA,30,2023-11-28,0,"G","VENTA AL POR MAYOR DE MATERIALES DE CONS","QUILICURA","AVDA. EDUARDO FREI M. 6008","SANTIAGO","UF","19.940000000000001",100,150,0.0595,"8.9200000000000002E-2",51,0,0.0068,"0"
"F",6,711,2023-11-03,2023-12-18,1302660,247505,1550165,1550165,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"18/12/2023","12/12/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 35,783. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 1302660 MontoItem: 1302660",NA,45,2023-12-12,0,"F","DESARROLLO DE PLATAFORMA TECNOLÓGICAS","LAS CONDES","AV. APOQUINDO 5400 202","SANTIAGO","UF","43.12",1201,0,0.0359,"0",0,0,0,"0"
"D",4,709,2023-11-03,2023-12-03,161636,30711,192347,192347,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","01/12/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 4,44. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 161636 MontoItem: 161636",NA,30,2023-12-01,0,"D","FONDOS Y SOCIEDADES DE INVERSION Y ENTID","PROVIDENCIA","ELIODORO YANEZ 2972 OF 206 P2","SANTIAGO","UF","4.4400000000000004",40,40,0.04,"7.0999999999999994E-2",0,0,0,"0"
"C",3,708,2023-11-03,2023-12-03,36404,6917,43321,43321,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","28/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 1. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 36404 MontoItem: 36404",NA,30,2023-11-28,0,"C","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","HUECHURABA","AV DEL VALLE SUR 524 OF 101 CIUDAD EMPRESARIAL","SANTIAGO","UF","1",30,0,0.0334,"0",0,0,0,"0"
"B",2,707,2023-11-03,2023-12-03,85550,16255,101805,101805,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","03/01/2024",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 2,35. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 85550 MontoItem: 85550",NA,30,2024-01-03,0,"B","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","LAS CONDES","AV APOQUINDO 3669 902","SANTIAGO","UF","2.35",30,0,0.0783,"0",0,0,0,"0"
"A",1,706,2023-11-03,2023-12-03,866426,164621,1031047,1031047,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"03/12/2023","10/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Octubre 2023 DscItem: UF 23,8. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 866426 MontoItem: 866426",NA,30,2023-11-10,0,"A","ADMINISTRADORAS DE FONDOS DE INVERSION","LAS CONDES","PRESIDENTE RIESCO 5561 1601 1602","SANTIAGO","UF","29.97",250,250,0.0561,"8.4099999999999994E-2",0,0,0,"0"
"N",14,700,2023-10-03,2023-11-02,265771,50496,316267,316267,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","06/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: Financiado por Corfo, Levannta, and 22IGN-232641 UF 7,342. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma Qty",NA,30,2023-10-06,0,"N","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","SANTIAGO","ROSAL 377 A","SANTIAGO","UF","23.85",150,350,0.0333,"0.05",301,0,0.0045,"0"
"AZ",52,698,2023-10-03,2023-11-02,23638,4491,28129,28129,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","03/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 0,653. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 23638 MontoItem: 23638",NA,30,2023-11-03,0,"AZ","OTROS SERVICIOS DE ALMACENAMIENTO Y DEPO","VALPARAISO","ALMIRANTE GOMEZ CARREÑO N°49","VALPARAISO","UF","4.33",15,20,0.1084,"0.14299999999999999",0,0,0,"0"
"AY",51,696,2023-10-03,2023-11-12,385191,73186,458377,458377,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"12/11/2023","17/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 10,641. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 385191 MontoItem: 385191",NA,40,2023-11-17,0,"AY","VENTA DE PARTES, PIEZAS Y ACCESORIOS PAR","SAN BERNARDO","AVENIDA GENERAL VELASQUEZ # 10701","SANTIAGO","UF","12.917900000000001",0,101,0,"0.12790000000000001",0,0,0,"0"
"AX",50,695,2023-10-03,2023-11-02,70950,13481,84431,84431,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","03/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,96. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 70950 MontoItem: 70950",NA,30,2023-11-03,0,"AX","EXPLOTACION DE MATADEROS DE BOVINOS, OVI","PROVIDENCIA","AV. LOS CONQUISTADORES 1730, OFICINA 2802","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AW",49,694,2023-10-03,2023-11-02,70950,13481,84431,84431,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","03/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,96. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 70950 MontoItem: 70950",NA,30,2023-11-03,0,"AW","VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICA","LAS CONDES","AVENIDA NUEVA TAJAMAR 481, TORRE SUR, OFICINA 701","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AV",48,692,2023-10-03,2023-11-02,26172,4973,31145,31145,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","30/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 0,723. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 26172 MontoItem: 26172",NA,30,2023-10-30,0,"AV","ACTIVIDADES DE PROGRAMACION INFORMATICA","LA REINA","AVENIDA OSSA 235, OFICINA 1245","SANTIAGO","UF","0",1e-06,1e-06,0.1205,"0.15049999999999999",0,0,0,"0"
"AU",47,688,2023-10-03,2023-11-02,70950,13481,84431,84431,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","31/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,96. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 70950 MontoItem: 70950",NA,30,2023-10-31,0,"AU","VENTA DE PARTES, PIEZAS Y ACCESORIOS PAR","QUILICURA","AVDA COLORADO 681","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AT",46,687,2023-10-03,2023-11-02,159274,30262,189536,189536,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","03/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 4,4. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 159274 MontoItem: 159274",NA,30,2023-11-03,0,"AT","OTRAS ACTIVIDADES AUXILIARES DE LAS ACT","LAS CONDES","ENCOMENDEROS 113, OFICINA 1101","SANTIAGO","UF","3.32",100,20,0.025,"0.04",0,0,0,"0"
"AS",45,686,2023-10-03,2023-11-02,723975,137555,861530,861530,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","02/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 20. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 723975 MontoItem: 723975",NA,30,2023-11-02,0,"AS","FABRICACION DE PLASTICOS Y CAUCHO SINTET","LAMPA","EL OTOÑO 398","SANTIAGO","UF","7.33",40,150,0.0276,"4.1500000000000002E-2",0,0,0,"0"
"AR",44,685,2023-10-03,2023-11-02,59728,11348,71076,71076,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","26/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,65. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 59728 MontoItem: 59728",NA,30,2023-10-26,0,"AR","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","QUILICURA","CAMINO LO ECHEVERS 891, OFICINA 11 Y 12","SANTIAGO","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
"DI",113,683,2023-10-03,2023-11-02,1626554,309045,1935599,1935599,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","16/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 44,934. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 1626554 MontoItem: 1626554",NA,30,2023-10-16,0,"DI","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","LAS CONDES","EL BOSQUE CENTRAL 92 PISO 11","SANTIAGO","UF","17.149999999999999",501,20,0.0323,"4.8500000000000001E-2",0,0,0,"0"
"AQ",43,682,2023-10-03,2023-11-02,59728,11348,71076,71076,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","10/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,65. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 59728 MontoItem: 59728",NA,30,2023-10-10,0,"AQ","ALQUILER DE OTROS TIPOS DE MAQUINARI","PUDAHUEL","PUERTO MADERO 9710, oficina B 15-16","SANTIAGO","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
"AP",42,681,2023-10-03,2023-11-02,67330,12793,80123,80123,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","06/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,86. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 67330 MontoItem: 67330",NA,30,2023-10-06,0,"AP","SERVICIOS DE ASESORAMIENTO Y REPRESEN","LAS CONDES","MAGDALENA N° 140, OFICINA 2301","SANTIAGO","UF","1.86",10,5,0.114,"0.14399999999999999",0,0,0,"0"
"AO",41,680,2023-10-03,2023-11-02,73845,14031,87876,87876,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","28/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 2,04. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 73845 MontoItem: 73845",NA,30,2023-11-28,0,"AO","CORRETAJE AL POR MAYOR DE PRODUCTOS AGRI","OVALLE","CARRETERA OVALLE-MONTE PATRIA KM 15, HUALLILLINGA, OFICINA 1","OVALLE","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
"AN",40,679,2023-10-03,2023-11-02,153845,29231,183076,183076,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","06/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 4,25. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 153845 MontoItem: 153845",NA,30,2023-10-06,0,"AN","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","AVENIDA APOQUINDO NÚMERO 3076, OFICINA NÚMERO 701","SANTIAGO","UF","5.61",10,31,0.0909,"0.1363",20,20,0.0096,"1.44E-2"
"AM",39,678,2023-10-03,2023-11-02,67185,12765,79950,79950,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","03/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,856. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 67185 MontoItem: 67185",NA,30,2023-10-03,0,"AM","FONDOS Y SOCIEDADES DE INVERSION Y ENTID","LO BARNECHEA","LA DEHESA 1822 OFICINA 405","SANTIAGO","UF","1.75",15,5,0.082,"0.106",0,0,0,"0"
"AL",38,677,2023-10-03,2023-11-02,189681,36039,225720,225720,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","03/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 5,24. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 189681 MontoItem: 189681",NA,30,2023-10-03,0,"AL","ACTIVIDADES DE SERVICIOS VINCULADAS AL T","LAS CONDES","BALMORAL 309, OFICINA 604","SANTIAGO","UF","9.98",101,5,0.0931,"0.1163",0,0,0,"0"
"AK",37,675,2023-10-03,2023-11-02,56108,10661,66769,66769,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","07/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,55. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 56108 MontoItem: 56108",NA,30,2023-11-07,0,"AK","ALQUILER DE VEHICULOS AUTOMOTORES SIN CH","LAS CONDES","AV. KENNEDY 7440, OFICINA 321","SANTIAGO","UF","1.97",20,5,0.0716,"0.1074",0,0,0,"0"
"AJ",36,674,2023-10-03,2023-11-02,41629,7910,49539,49539,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","31/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,15. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 41629 MontoItem: 41629",NA,30,2023-10-31,0,"AJ","ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPOR","PROVIDENCIA","AV. LA CONCEPCIÓN 141, PISO 11","SANTIAGO","UF","6.91",60,20,0.0813,"0.1016",0,0,0,"0"
"AI",35,673,2023-10-03,2023-11-02,58642,11142,69784,69784,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","20/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,62. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 58642 MontoItem: 58642",NA,30,2023-10-20,0,"AI","ALQUILER DE BIENES INMUEBLES AMOBLADOS O","LAS CONDES","ROSARIO NORTE 100, OF. 1501","SANTIAGO","UF","1.62",20,0,0.081,"0",0,0,0,"0"
"AH",34,672,2023-10-03,2023-11-02,1163644,221092,1384736,1384736,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","05/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 32,146. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 1163644 MontoItem: 1163644",NA,30,2023-10-05,0,"AH","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","LAS CONDES","CERRO EL PLOMO 5420 PISO 18","SANTIAGO","UF","17.420000000000002",151,60,0.074,"0.105",0,0,0,"0"
"AG",33,670,2023-10-03,2023-11-02,50968,9684,60652,60652,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","06/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,408. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 50968 MontoItem: 50968",NA,30,2023-10-06,0,"AG","ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.","PROVIDENCIA","MARCHANT PEREIRA 150 OF 901","SANTIAGO","UF","0.44",5,0,0.088,"0",0,0,0,"0"
"AF",32,669,2023-10-03,2023-11-02,290676,55228,345904,345904,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","04/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 8,03. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 290676 MontoItem: 290676",NA,30,2023-10-04,0,"AF","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","ANTOFAGASTA","CALLE NUEVE, 425 TA PARQUE AGPIA II, GALPON 27","ANTOFAGASTA","UF","8.0299999999999994",51,25,0.0976,"0.12189999999999999",0,0,0,"0"
"AE",31,668,2023-10-03,2023-11-02,750689,142631,893320,893320,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","11/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 20,738. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 750689 MontoItem: 750689",NA,45,2023-10-11,0,"AE","ACTIVIDADES DE SERVICIOS VINCULADAS AL T","LA REINA","AVENIDA OSSA 235, OFICINA 1245","SANTIAGO","UF","16.13",30,151,0.09,"9.6000000000000002E-2",0,0,0,"0"
